thread_ts,parent_ts,parent_user,parent_text_length,reply_count,has_replies,parent_has_reactions,reply_has_reactions,first_reply_ts,last_reply_ts,thread_age_days
1761840208.134499,1761840208.134499,U02QAB5J3L5,84,1,true,false,false,1763047063.528699,1763047063.528699,68.24
1761922679.338319,1761922679.338319,U02QXF15X27,78,1,true,false,false,1766006707.160659,1766006707.160659,67.28
1761927618.815669,1761927618.815669,U02QAB5J3L5,126,1,true,true,false,1763069394.789489,1763069394.789489,67.23
1761934860.391979,1761934860.391979,USLACKBOT,25,1,true,false,false,1764701750.185649,1764701750.185649,67.14
1762184233.516689,1762184233.516689,U02T6BBPMB4,94,1,true,false,false,1764865308.174809,1764865308.174809,64.26
1762185131.663019,1762185131.663019,U02Q4HK2XTR,172,0,false,true,false,,,64.24
1762209604.765069,1762209604.765069,U02Q4HK2XTR,98,0,false,false,false,,,63.96
1762274222.162849,1762274222.162849,U02QAB5J3L5,31,0,false,false,false,,,63.21
1762291754.906469,1762291754.906469,U02T6BBPMB4,187,1,true,true,false,1764865080.660569,1764865080.660569,63.01
1762542776.339209,1762542776.339209,U05SGLUGNJH,69,1,true,false,false,1766091758.757719,1766091758.757719,60.11
1762961403.316559,1762961403.316559,U02QXF15X27,61,1,true,false,false,1766006665.182219,1766006665.182219,55.26
1762967251.487339,1762967251.487339,U02QAB5J3L5,68,1,true,false,false,1763488798.034499,1763488798.034499,55.19
1762973043.079999,1762973043.079999,U02T6BBPMB4,303,1,true,false,false,1763673899.367679,1763673899.367679,55.13
1763069947.275909,1763069947.275909,U02QXF15X27,86,1,true,false,false,1765662638.211469,1765662638.211469,54.00
1763070358.191769,1763070358.191769,U02QXF15X27,68,1,true,false,true,1763586872.789379,1763586872.789379,54.00
1763071647.402799,1763071647.402799,U02QXF15X27,85,0,false,false,false,,,53.98
1763227201.251669,1763227201.251669,U02Q4HK2XTR,85,0,false,false,false,,,52.18
1763394939.456749,1763394939.456749,U02QAB5J3L5,57,0,false,false,false,,,50.24
1763479196.688749,1763479196.688749,U02T6BBPMB4,175,3,true,false,true,1763673125.502249,1765406567.650029,49.27
1763737446.750269,1763737446.750269,U02QXF15X27,211,0,false,false,false,,,46.28
1763738284.598359,1763738284.598359,U02QXF15X27,156,1,true,false,false,1765662591.080149,1765662591.080149,46.27
1763745052.801049,1763745052.801049,U02QAB5J3L5,45,0,false,false,false,,,46.19
1763764060.432529,1763764060.432529,U02QXF15X27,189,0,false,true,false,,,45.97
1763830225.762919,1763830225.762919,U02QXF15X27,96,0,false,false,false,,,45.20
1763838321.501209,1763838321.501209,U02QXF15X27,115,1,true,false,false,1765646159.267109,1765646159.267109,45.11
1764001649.646669,1764001649.646669,U02Q4HK2XTR,105,0,false,false,false,,,43.22
1764008746.866759,1764008746.866759,U08V34T4KRC,95,4,true,false,true,1764169778.259209,1766092137.267729,43.14
1764022101.509829,1764022101.509829,U02QAB5J3L5,87,1,true,false,false,1765320662.080889,1765320662.080889,42.98
1764174731.245589,1764174731.245589,U02QAB5J3L5,94,0,false,false,false,,,41.22
1764176929.008209,1764176929.008209,U02QXF15X27,88,1,true,false,false,1764967598.951799,1764967598.951799,41.19
1764604774.808539,1764604774.808539,U08V34T4KRC,90,0,false,false,false,,,36.24
1764618075.483079,1764618075.483079,U02QAB5J3L5,35,0,false,false,false,,,36.09
1764621668.819849,1764621668.819849,U05SGLUGNJH,82,0,false,true,false,,,36.04
1764707389.810629,1764707389.810629,U02QAB5J3L5,47,0,false,false,false,,,35.05
1764863990.144899,1764863990.144899,U02QXF15X27,124,1,true,false,false,1765043123.525439,1765043123.525439,33.24
1764865535.144359,1764865535.144359,U02QXF15X27,80,5,true,false,true,1765040823.753059,1765154966.428989,33.22
1764960433.629939,1764960433.629939,U02T6BBPMB4,201,1,true,false,false,1765405732.485289,1765405732.485289,32.12
1764960947.046349,1764960947.046349,U02QXF15X27,113,2,true,false,false,1765040749.165689,1765043039.056209,32.12
1764971800.424429,1764971800.424429,U02QXF15X27,93,2,true,false,false,1765472559.096189,1765819840.360369,31.99
1765060630.721499,1765060630.721499,U02Q4HK2XTR,204,4,true,true,false,1765382230.442799,1766518851.000999,30.96
1765135642.186219,1765135642.186219,U02Q4HK2XTR,194,0,false,false,false,,,30.10
1765386562.641319,1765386562.641319,U02T6BBPMB4,51,1,true,false,false,1765406951.353659,1765406951.353659,27.19
1765401056.355399,1765401056.355399,U02QXF15X27,54,1,true,true,true,1766519210.744049,1766519210.744049,27.02
1765465854.786579,1765465854.786579,U02QXF15X27,90,1,true,false,false,1766005617.519759,1766005617.519759,26.27
1765485326.676539,1765485326.676539,U08V34T4KRC,73,1,true,true,false,1766518961.705739,1766518961.705739,26.05
1765641273.638869,1765641273.638869,U02QXF15X27,86,1,true,false,false,1766175153.659899,1766175153.659899,24.24
1765641368.757079,1765641368.757079,U02QXF15X27,138,0,false,false,false,,,24.24
1765641657.229929,1765641657.229929,U02Q4HK2XTR,70,1,true,false,false,1766177198.317999,1766177198.317999,24.24
1765647256.254329,1765647256.254329,U02QXF15X27,190,0,false,false,false,,,24.17
1765813144.412369,1765813144.412369,U02Q4HK2XTR,146,0,false,false,false,,,22.25
1765815292.268999,1765815292.268999,U02Q4HK2XTR,196,1,true,false,false,1766177175.105519,1766177175.105519,22.23
1765816929.120639,1765816929.120639,U02Q4HK2XTR,190,1,true,true,false,1766442304.501009,1766442304.501009,22.21
1765901127.623969,1765901127.623969,U02T6BBPMB4,158,0,false,false,false,,,21.24
1765904445.645919,1765904445.645919,U02T6BBPMB4,63,1,true,false,false,1766177039.015269,1766177039.015269,21.20
1765984964.008469,1765984964.008469,U02T6BBPMB4,244,0,false,false,false,,,20.27
1766006489.237809,1766006489.237809,U02QXF15X27,129,0,false,false,false,,,20.02
1766006993.713519,1766006993.713519,U02QXF15X27,60,1,true,false,false,1766086275.024949,1766086275.024949,20.01
1766085968.486499,1766085968.486499,U02QXF15X27,48,0,false,false,false,,,19.10
1766092360.902939,1766092360.902939,U02QAB5J3L5,135,1,true,false,false,1766177148.776499,1766177148.776499,19.02
1766098164.592169,1766098164.592169,U02QAB5J3L5,354,0,false,false,false,,,18.96
1766174173.734969,1766174173.734969,U08V34T4KRC,34,0,false,false,false,,,18.08
1766174452.632629,1766174452.632629,U02QAB5J3L5,60,0,false,false,false,,,18.07
1766178552.421009,1766178552.421009,U02QAB5J3L5,56,0,false,false,false,,,18.02
1766256289.219459,1766256289.219459,U02QXF15X27,112,0,false,false,false,,,17.12
1766432382.925969,1766432382.925969,U02QXF15X27,46,0,false,true,false,,,15.09
1766439318.500989,1766439318.500989,U02QAB5J3L5,207,4,true,false,true,1766440359.091689,1766442334.673769,15.01
1766505956.534769,1766505956.534769,U02QAB5J3L5,45,0,false,false,false,,,14.24
1766505994.503629,1766505994.503629,U02QAB5J3L5,69,0,false,false,false,,,14.23
1766506013.865469,1766506013.865469,U02QAB5J3L5,68,0,false,true,false,,,14.23
1766506042.900449,1766506042.900449,U02QAB5J3L5,68,0,false,true,false,,,14.23
1766506064.533019,1766506064.533019,U02QAB5J3L5,53,0,false,false,false,,,14.23
1766506096.286019,1766506096.286019,U02QAB5J3L5,78,0,false,false,false,,,14.23
1766506160.003959,1766506160.003959,U02QAB5J3L5,109,0,false,false,false,,,14.23
1766510111.740739,1766510111.740739,U02Q4HK2XTR,136,0,false,false,false,,,14.19
1767024626.951429,1767024626.951429,U02T6BBPMB4,274,0,false,false,false,,,8.23
1767045669.182069,1767045669.182069,U02QAB5J3L5,52,0,false,false,false,,,7.99
1767129758.466099,1767129758.466099,U02T6BBPMB4,104,0,false,false,false,,,7.02
1767133357.453599,1767133357.453599,U02T6BBPMB4,181,1,true,false,false,1767134221.749609,1767134221.749609,6.97
1767367149.919159,1767367149.919159,U02QXF15X27,23,0,false,false,false,,,4.27
1767480544.490179,1767480544.490179,U08V34T4KRC,153,0,false,false,false,,,2.96
1767639597.141099,1767639597.141099,U08V34T4KRC,117,0,false,false,false,,,1.11
1767731438.958079,1767731438.958079,U08SFV31GF4,37,0,false,false,false,,,0.05
